text,label,emotion
Who designed this absolute garbage fire of a laptop?! I want to slap them for making something so freaking useless! #furious,0,anger
@user keep your racist conspiracy garbage to yourself! No one wants to hear your vile ignorant BS! #anger  ,0,anger
If one more old lady takes 10 minutes to pay at the register I'm seriously going to lose it right there! #impatient #fuming,0,anger
This wasteful healthcare system only serves rich greedy crooks while regular hardworking people suffer needlessly! #rage ,0,anger
I'm going to smack the moron who designed cramped bumpy airline seats right in the face! My back is freaking killing me! #fury,0,anger
@user you are human trash spreading lies and bile! The world would be better off without garbage like you in it! #fuming ,0,anger
Who designed this absolute trash fire laptop that crashes constantly?! I want to slap them silly for this junk! #furious,0,anger
@user keep your ignorant racist lies to yourself! The world has no place for your vile conspiracies! #anger,0,anger
If one more tourist stops abruptly right in my path I swear I'm shoving them out of my way! #impatient #fuming ,0,anger
This broken healthcare system only enriches greedy monsters while regular people suffer endlessly! Tear it all down! #rage ,0,anger
I'm going to smack the idiot engineer who designed cramped airline seats right in the face! This is torture! #fury  ,0,anger
@user you are human garbage spreading hate and lies! The world would be better off without you in it! #fuming,0,anger
Who the hell designed this absolute trash fire of a laptop? I want to slap them for making something so useless! #furious,0,anger
@user keep your ignorant racist conspiracy crap to yourself! No one wants to hear your vile lies! #anger,0,anger
If one more old man takes 10 minutes to pay at the register I'm seriously going to explode right there! #impatient #fuming,0,anger
This broken healthcare system only serves rich greedy crooks while regular people suffer endlessly! #rage ,0,anger
I'm going to slap the moron who designed cramped airline seats right across the face! This causes me serious pain! #fury,0,anger
@user you are human scum spreading hateful ignorant lies! The world has no place for you in it! #fuming ,0,anger
Who the hell engineered this useless trash fire of a laptop? I want to smack them for designing such junk! #furious  ,0,anger
@user keep your vile racist conspiracies to yourself! No one wants to hear your BS ignorant hate! #anger,0,anger
If one more idiot takes 10 minutes to pay at the register I'm seriously going to lose it right there! #impatient #fuming,0,anger
This wasteful healthcare system only serves rich greedy monsters while regular hardworking folks suffer endlessly! #rage,0,anger
I'm going to smack the engineer who designed cramped airplane seats right in the face! This is freaking torture! #fury,0,anger
@user you are human garbage spreading vile ignorant hate! The world has no place for you in it! #fuming,0,anger
Who the hell designed this useless trash fire laptop? I want to slap them for making something so junky! #furious,0,anger
@user keep your racist conspiracy crap to yourself! No one wants to hear your vile ignorant lies! #anger ,0,anger
If one more old lady takes 10 minutes to pay at the register I'm seriously going to lose it! #impatient #fuming  ,0,anger
This wasteful healthcare system only serves greedy rich crooks while regular folks suffer needlessly! #rage,0,anger
I'm going to smack the idiot who designed cramped airline seats right in the face! This causes serious pain! #fury  ,0,anger
@user you are human scum spreading hateful lies and bile! The world would be better off without you! #fuming,0,anger
Who the hell engineered this useless trash fire of a laptop? I want to slap them for designing such junk! #furious,0,anger
@user keep your ignorant racist conspiracy theories to yourself! No one wants your hateful BS! #anger,0,anger
If one more tourist stops abruptly right in front of me I swear I'm shoving them out of my way! #impatient #fuming,0,anger
This wasteful healthcare system only serves rich greedy crooks while regular hardworking folks suffer! #rage ,0,anger
I'm going to smack the engineer who designed cramped airplane seats right in the stupid face! This causes me pain! #fury,0,anger
@user you are human garbage spreading hateful vile lies! The world has no place for scum like you! #fuming  ,0,anger
Who the hell designed this absolute trash fire of a laptop? I want to slap them for making something so useless! #furious,0,anger
@user keep your vile ignorant racist conspiracies to yourself! No one wants to hear your hateful crap! #anger,0,anger
If one more idiot takes 10 full minutes to pay at the register I'm going to completely lose it! #impatient #fuming ,0,anger
This wasteful healthcare system only serves greedy rich crooks while regular folks suffer endlessly! #rage,0,anger
I'm going to smack the moron who designed cramped airline seats right in the freaking face! This is torture! #fury,0,anger
@user you are human scum spreading vile hateful lies! The world has no place for garbage like you! #fuming,0,anger
Who the hell designed this useless trash fire of a laptop? I want to slap them for making something so crappy! #furious  ,0,anger
@user keep your ignorant racist conspiracy BS to yourself! No one wants to hear your hateful lies! #anger,0,anger
If one more idiot takes forever to pay at the register I'm seriously going to explode! #impatient #fuming,0,anger
This wasteful healthcare system serves only greedy rich crooks while regular folks suffer endlessly! #rage ,0,anger
I'm going to smack the idiot who designed cramped airline seats right in their stupid face! This is freaking torture! #fury ,0,anger
@user you are human garbage spreading hateful ignorant lies! The world has no place for scum like you! #fuming,0,anger
Who designed this useless broken trash fire of a laptop? I want to slap them for making such junk! #furious,0,anger
@user keep your racist conspiracy theories to yourself! No one wants to hear your ignorant hateful crap! #anger ,0,anger
If one more moron takes 10 minutes to pay at the register I'm going to completely explode! #impatient #fuming ,0,anger
This wasteful healthcare system only serves greedy rich monsters while regular folks suffer needlessly! #rage,0,anger
I'm going to smack the idiot who designed cramped airline seats right in the face! This causes serious discomfort! #fury  ,0,anger
@user you are human scum spreading hateful vile lies! The world has no place for disgusting garbage like you! #fuming,0,anger
Who the hell designed this useless broken trash laptop? I want to slap them for making such crappy junk! #furious,0,anger
@user keep your racist ignorant conspiracy theories to yourself! No one wants to hear your vile hateful BS! #anger,0,anger
If one more moron takes 10 minutes to pay I'm going to completely lose it right there! #impatient #fuming,0,anger
This healthcare system only serves greedy rich crooks while regular hardworking folks suffer endlessly! #rage,0,anger
I'm going to smack the idiot who designed cramped airplane seats right across the face! This is freaking painful! #fury,0,anger
@user you are human garbage spreading hateful vile lies! The world has no place for scum like you in it! #fuming ,0,anger
Who the hell engineered this useless broken trash fire laptop? I want to slap them for designing such junk! #furious,0,anger
@user keep your ignorant racist conspiracy crap to yourself! No one wants your vile hateful lies! #anger,0,anger
If one more old person takes 10 minutes to pay I'm seriously going to explode right there! #impatient #fuming,0,anger
This healthcare system only serves rich greedy crooks while regular folks suffer needlessly! #rage ,0,anger
I'm going to smack the moron who designed cramped airline seats right in the stupid face! This causes me serious pain! #fury,0,anger
@user you are human garbage spreading hateful ignorant lies! The world has no place for scum like you! #fuming,0,anger
Who the hell designed this useless broken trash fire of a laptop? I want to slap them for making such crap! #furious,0,anger
@user keep your vile ignorant racist conspiracies to yourself! No one wants your hateful BS! #anger ,0,anger
If one more idiot takes 10 full minutes to pay I'm going to completely lose it right there! #impatient #fuming,0,anger
This wasteful healthcare system only serves greedy rich crooks while regular folks suffer endlessly! #rage,0,anger
I'm going to smack the moron who designed cramped airline seats right in the stupid face! This is freaking painful! #fury,0,anger
@user you are human scum spreading hateful ignorant lies! The world has no place for you in it! #fuming,0,anger
Who the hell designed this broken useless trash fire laptop? I want to slap them for making junk! #furious,0,anger
@user keep your vile racist conspiracy crap to yourself! No one wants your ignorant hateful lies! #anger,0,anger
If one more moron takes forever to pay at the register I'm seriously going to lose it! #impatient #fuming ,0,anger
This wasteful healthcare system serves only greedy rich crooks while regular folks suffer needlessly! #rage,0,anger
I'm going to smack the idiot who designed cramped airline seats right in the face! This causes serious discomfort! #fury,0,anger
@user you are human scum spreading hateful ignorant bile! The world has no place for you in it! #fuming ,0,anger
Who the hell engineered this broken useless trash fire laptop? I want to slap them for designing junk! #furious,0,anger
@user keep your ignorant racist conspiracy theories to yourself! No one wants your vile hateful BS! #anger,0,anger
If one more old idiot takes 10 minutes to pay I'm seriously going to explode right there!,0,anger
I'm going to smack the moron who designed cramped airline seats right in their stupid face! This is freaking painful torture! #fury,0,anger
@user you are human garbage spreading hateful ignorant lies! The world has no place for vile scum like you! #fuming,0,anger
Who the hell engineered this broken useless trash fire of a laptop? I want to slap them for designing such crappy junk! #furious,0,anger
@user keep your racist conspiracy crap to yourself! No one wants to hear your ignorant hateful BS lies! #anger,0,anger
If one more idiot takes 10 full minutes to pay I'm going to completely lose it and scream right there! #impatient #fuming,0,anger
This wasteful healthcare system only serves greedy rich crooks while regular folks suffer endlessly! #rage ,0,anger
I'm going to smack the engineer who designed cramped airline seats right in their stupid face! This causes serious pain! #fury,0,anger
@user you are human scum spreading hateful vile lies and bile! The world has no place for you in it! #fuming,0,anger
Who the hell designed this broken useless trash fire of a laptop? I want to slap them for making such crappy junk! #furious,0,anger
@user keep your ignorant racist conspiracy theories to yourself! The world doesn't need your hateful BS! #anger,0,anger
If one more moron takes forever to pay at the register I'm going to completely explode right there! #impatient #fuming,0,anger
This wasteful healthcare system only serves greedy rich crooks while regular folks suffer! #rage,0,anger
I'm going to smack the idiot who designed cramped airline seats right in the face! This is freaking torture! #fury,0,anger
@user you are human garbage spreading hateful lies and bile! The world has no place for scum like you! #fuming,0,anger
Who engineered this broken useless trash fire of a laptop? I want to slap them for designing such crap! #furious ,0,anger
@user keep your vile racist conspiracy crap to yourself! No one wants your ignorant hateful lies! #anger,0,anger
If one more old person takes 10 minutes to pay I'm going to scream at them right there! #impatient #fuming,0,anger
This wasteful healthcare system serves only greedy rich crooks while regular folks suffer endlessly! #rage,0,anger
I'm going to smack the moron who designed cramped airline seats right in the face! This is freaking painful! #fury,0,anger
